Make/Model,MPG_City,MPG_Hwy,Weight(lb),Seating,Horsepower,HP/Pound,Displacement,Cylinders,Origin,Transmission,EPA_Class,Length,Fuel,HEV,Turbocharger,Make,Model,GP1000M_City,GP1000M_Hwy,h GP1000M_City,Residual GP1000M_City,Residual GP1000M_City 2,Residual GP1000M_City 3
Lincoln_Town_Car_FFV,15.0,23.0,4413.0,6.0,239.0,0.05415816904600045,4.6,8.0,1.0,A,large,215.4,gas,no,no,Lincoln,Town_Car_FFV,66.66666666666667,43.47826086956522,0.01964881680196028,5.107739607525573,4.833513887708953,4.595373979352637
Lincoln_Town_Car_FFV,11.0,16.0,4413.0,6.0,239.0,0.05415816904600045,4.6,8.0,1.0,A,large,215.4,E85,no,no,Lincoln,Town_Car_FFV,90.9090909090909,62.5,0.05080800087010745,3.1392903468746454,3.0164823946973627,2.8632402711664184
Lincoln_MKX,16.0,24.0,4210.0,5.0,265.0,0.06294536817102138,3.5,6.0,1.0,A,suv2,186.5,gas,no,no,Lincoln,MKX,62.5,41.666666666666664,0.005204976905930268,-3.2183865295466347,-3.19361260264958,-3.1431003081738
Lincoln_Navigator,12.0,18.0,5777.0,7.0,300.0,0.05193006750908776,5.4,8.0,1.0,A,suv2,208.4,gas,no,no,Lincoln,Navigator,83.33333333333333,55.55555555555556,0.01847629008733249,3.7922346233717406,3.4175509254826437,3.282319331491948
Lincoln_MKX,15.0,22.0,4400.0,5.0,265.0,0.060227272727272727,3.5,6.0,1.0,A,suv4,186.5,gas,no,no,Lincoln,MKX,66.66666666666667,45.45454545454545,0.006182663061127743,-0.7379703634917973,-0.7761919357660503,-0.7617131869929779
Maserati_Gran_Turismo,13.0,19.0,4145.0,4.0,405.0,0.097708082026538,4.2,8.0,2.0,A,subcompact,197.7,gas,no,no,Maserati,Gran_Turismo,76.92307692307692,52.63157894736842,0.013923656875643401,1.9303364447603002,2.698023723877327,3.4897131340187855
Maserati_Quattroporte,12.0,18.0,4387.0,5.0,400.0,0.09117848187827672,4.2,8.0,2.0,A,large,198.9,gas,no,no,Maserati,Quattroporte,83.33333333333333,55.55555555555556,0.0114777293788976,6.758051868893986,7.4146926249997875,8.128527577579504
Maybach_57,10.0,16.0,5864.0,4.0,550.0,0.09379263301500682,5.5,12.0,2.0,A,large,225.3,gas,no,yes,Maybach,57,100.0,62.5,0.03253785354999848,1.6818716616916731,2.5762685240958803,3.7375418969239576
Maybach_57S,10.0,16.0,6017.0,4.0,612.0,0.1017118165198604,6.0,12.0,2.0,A,large,225.5,gas,no,yes,Maybach,57S,100.0,62.5,0.040284164814913676,-4.6734965423661805,-3.4953517477322436,-2.0226804755471193
Mazda_MX-5,22.0,27.0,2441.0,2.0,166.0,0.0680049160180254,2.0,4.0,3.0,M,2-seater,157.3,gas,no,no,Mazda,MX-5,45.45454545454545,37.03703703703704,0.013950129587340447,0.2603324532505411,0.5904041383904897,0.9357726119147074
Mazda_RX-8,16.0,23.0,3083.0,4.0,232.0,0.07525137852740837,1.3,2.0,3.0,A-S,subcompact,174.3,gas,no,no,Mazda,RX-8,62.5,43.47826086956522,0.011533439764455049,9.856275182679454,9.956451078106554,10.095082350004411
Mazda_RX-8,16.0,22.0,3053.0,4.0,232.0,0.07599082869308876,1.3,2.0,3.0,M,subcompact,174.3,gas,no,no,Mazda,RX-8,62.5,45.45454545454545,0.008639891056901987,8.793143308840982,9.223403123855448,9.752878217847247
Mazda_3,23.0,31.0,2811.0,5.0,148.0,0.05265030238349342,2.0,4.0,3.0,A-S,compact,177.4,gas,no,no,Mazda,3,43.47826086956522,32.25806451612903,0.01404138875124763,0.46889423685244935,0.19545853964611837,-0.08802292122233979
Mazda_3,24.0,32.0,2780.0,5.0,148.0,0.053237410071942444,2.0,4.0,3.0,M,compact,177.4,gas,no,no,Mazda,3,41.666666666666664,31.25,0.010531483351475017,-2.396956837249796,-2.33997705960995,-2.2324250481439236
Mazda_6,18.0,25.0,3422.0,5.0,212.0,0.061952074810052604,3.0,6.0,3.0,A-S,midsize,186.8,gas,no,no,Mazda,6,55.55555555555556,40.0,0.010361627650944717,3.190934893864693,3.0311832448199354,2.949154590118205
Mazda_6,17.0,25.0,3364.0,5.0,212.0,0.06302021403091558,3.0,6.0,3.0,M,midsize,186.8,gas,no,no,Mazda,6,58.8235294117647,40.0,0.010450526647028995,5.644276950009733,5.823892767798654,6.138018141925997
Mazda_5,21.0,27.0,3475.0,6.0,153.0,0.04402877697841727,2.3,4.0,3.0,A-S,minivan,181.5,gas,no,no,Mazda,5,47.61904761904762,37.03703703703704,0.011620101682421712,-1.1417090319419998,-1.6212061620497806,-2.0182952595924704
Mazda_5,22.0,28.0,3417.0,6.0,153.0,0.04477611940298507,2.3,4.0,3.0,M,minivan,181.5,gas,no,no,Mazda,5,45.45454545454545,35.714285714285715,0.01117704434398859,-4.120842996508287,-4.260972659782375,-4.261907728495991
Mazda_CX-7,17.0,23.0,3710.0,5.0,244.0,0.06576819407008086,2.3,4.0,3.0,A-S,suv2,184.0,gas,no,yes,Mazda,CX-7,58.8235294117647,43.47826086956522,0.008227377499839449,0.9363753438705018,0.8629267445814364,0.9127343763795039
Mazda_CX-9,16.0,22.0,4312.0,7.0,270.0,0.06261595547309833,3.7,6.0,3.0,A-S,suv2,199.8,gas,no,no,Mazda,CX-9,62.5,45.45454545454545,0.011120886829448652,-0.7296857898864317,-0.9120432253228401,-0.891886219401421
Mazda_Tribute,20.0,26.0,3300.0,5.0,153.0,0.046363636363636364,2.3,4.0,3.0,A,suv2,174.9,gas,no,no,Mazda,Tribute,50.0,38.46153846153846,0.008200797668657174,-0.11322790196767585,-0.3555005972410967,-0.705704030417003
Mazda_Tribute,22.0,28.0,3233.0,5.0,153.0,0.04732446643983916,2.3,4.0,3.0,M,suv2,174.9,gas,no,no,Mazda,Tribute,45.45454545454545,35.714285714285715,0.009991278718836216,-3.3680351769897072,-3.426338921036823,-3.367922261788827
Mazda_Tribute_Hybrid,34.0,30.0,3597.0,5.0,133.0,0.0369752571587434,2.3,4.0,3.0,AV,suv2,174.9,gas,yes,no,Mazda,Tribute_Hybrid,29.41176470588235,33.333333333333336,0.05932774906774376,3.0078369128614675,2.7842332192214734,2.49274343893455
Mazda_CX-7,16.0,22.0,3929.0,5.0,244.0,0.06210231611096971,2.3,4.0,3.0,A-S,suv4,184.0,gas,no,yes,Mazda,CX-7,62.5,45.45454545454545,0.008248674364320214,2.6692203550847893,2.5231611541193075,2.531435383239007
Mazda_CX-9,15.0,21.0,4528.0,7.0,270.0,0.05962897526501767,3.7,6.0,3.0,A-S,suv4,199.8,gas,no,no,Mazda,CX-9,66.66666666666667,47.61904761904762,0.011246720260170807,1.51998030766363,1.2660069363272015,1.2451994902918528
Mazda_Tribute_Hybrid,29.0,27.0,3764.0,5.0,133.0,0.035334750265674814,2.3,4.0,3.0,AV,suv4,174.9,gas,yes,no,Mazda,Tribute_Hybrid,34.48275862068966,37.03703703703704,0.060118125455151654,6.59670538765733,6.317731965798345,5.994570595341145
Mercedes-Benz_SL550,14.0,21.0,4220.0,2.0,382.0,0.09052132701421801,5.5,8.0,2.0,A,2-seater,178.5,gas,no,no,Mercedes-Benz,SL550,71.42857142857143,47.61904761904762,0.014830333339062146,-4.926551469526686,-4.2474780932818135,-3.525425158329057
Mercedes-Benz_SL600,11.0,18.0,4455.0,2.0,510.0,0.11447811447811448,5.5,12.0,2.0,A,2-seater,178.5,gas,no,yes,Mercedes-Benz,SL600,90.9090909090909,55.55555555555556,0.03275583973772153,2.0958720827730275,3.3888633427789614,4.7706694613575
Mercedes-Benz_SLK280,18.0,24.0,3255.0,2.0,228.0,0.07004608294930875,3.0,6.0,2.0,A,2-seater,160.7,gas,no,no,Mercedes-Benz,SLK280,55.55555555555556,41.666666666666664,0.018358396933796328,-2.1296644051624725,-1.9068519877664514,-1.7832154453184828
Mercedes-Benz_SLK280,17.0,25.0,3215.0,2.0,228.0,0.07091757387247279,3.0,6.0,2.0,M,2-seater,160.7,gas,no,no,Mercedes-Benz,SLK280,58.8235294117647,40.0,0.01502269349488511,2.1893316503396036,2.587161026974428,3.11429710535171
Mercedes-Benz_SLK350,17.0,23.0,3295.0,2.0,268.0,0.08133535660091047,3.5,6.0,2.0,A,2-seater,160.7,gas,no,no,Mercedes-Benz,SLK350,58.8235294117647,43.47826086956522,0.020559887255063608,-2.4580876259209035,-2.032339490883558,-1.6961886486344468
Mercedes-Benz_CLK350,17.0,25.0,3585.0,4.0,268.0,0.07475592747559275,3.5,6.0,2.0,A,subcompact,183.2,gas,no,no,Mercedes-Benz,CLK350,58.8235294117647,40.0,0.0064907428695226005,-2.0311815765428847,-1.7725608924943757,-1.5747816326229866
Mercedes-Benz_CLK550,15.0,22.0,3720.0,4.0,382.0,0.10268817204301076,5.5,8.0,2.0,A,subcompact,183.2,gas,no,no,Mercedes-Benz,CLK550,66.66666666666667,45.45454545454545,0.014739307020875832,-4.624151046329288,-3.794126227437701,-2.9946638681844036
Mercedes-Benz_CLK63_AMG,12.0,19.0,3948.0,4.0,500.0,0.12664640324214793,6.2,8.0,2.0,A-S,subcompact,183.2,gas,no,no,Mercedes-Benz,CLK63_AMG,83.33333333333333,52.63157894736842,0.028546514646462892,2.482298000238515,3.7161295947678923,5.132406823405063
Mercedes-Benz_C300,18.0,26.0,3527.0,5.0,228.0,0.06464417351857102,3.0,6.0,2.0,M,compact,182.3,gas,no,no,Mercedes-Benz,C300,55.55555555555556,38.46153846153846,0.008700012309881752,-0.967012486995884,-0.7407657200059035,-0.3528386087933839
Mercedes-Benz_C300_FFV,18.0,25.0,3560.0,5.0,228.0,0.06404494382022471,3.0,6.0,2.0,A,compact,182.3,gas,no,no,Mercedes-Benz,C300_FFV,55.55555555555556,40.0,0.005630392379092148,-1.9559096678452192,-1.9023589732824675,-1.916603846315489
Mercedes-Benz_C300_FFV,13.0,19.0,3560.0,5.0,228.0,0.06404494382022471,3.0,6.0,2.0,A,compact,182.3,E85,no,no,Mercedes-Benz,C300_FFV,76.92307692307692,52.63157894736842,0.04954664060126149,-6.79926180339902,-6.594293341196931,-6.523640429404566
Mercedes-Benz_CL550,14.0,21.0,4485.0,4.0,382.0,0.08517279821627648,5.5,8.0,2.0,A,compact,199.4,gas,no,no,Mercedes-Benz,CL550,71.42857142857143,47.61904761904762,0.009505100922280341,-4.491150394347642,-3.96586837511056,-3.37151701895786
Mercedes-Benz_CL600,11.0,17.0,4895.0,4.0,510.0,0.1041879468845761,5.5,12.0,2.0,A,compact,199.4,gas,no,yes,Mercedes-Benz,CL600,90.9090909090909,58.8235294117647,0.021570726959744567,0.9781476968622229,2.0593254295709897,3.280241177254908
Mercedes-Benz_E350,17.0,24.0,3740.0,5.0,268.0,0.07165775401069518,3.5,6.0,2.0,A,midsize,191.0,gas,no,no,Mercedes-Benz,E350,58.8235294117647,41.666666666666664,0.006220547482290551,-2.3665792896005584,-2.183954831657303,-2.0444740034449325
Mercedes-Benz_E550,15.0,22.0,3885.0,5.0,382.0,0.09832689832689832,5.5,8.0,2.0,A,midsize,191.0,gas,no,no,Mercedes-Benz,E550,66.66666666666667,45.45454545454545,0.01275938945618961,-5.048298785734971,-4.29758574553658,-3.5583183203477233
Mercedes-Benz_S550,14.0,21.0,4465.0,5.0,382.0,0.08555431131019037,5.5,8.0,2.0,A,large,205.0,gas,no,no,Mercedes-Benz,S550,71.42857142857143,47.61904761904762,0.011954184483598463,-3.5668202014102803,-3.0525723207862825,-2.47517857629731
Mercedes-Benz_S600,11.0,17.0,4960.0,5.0,510.0,0.1028225806451613,5.5,12.0,2.0,A,large,205.0,gas,no,yes,Mercedes-Benz,S600,90.9090909090909,58.8235294117647,0.021783398604004838,1.1481026658416482,2.190064062939669,3.377901928513893
Mercedes-Benz_G500,12.0,15.0,5510.0,5.0,292.0,0.052994555353902,5.0,8.0,2.0,A,suv4,185.6,gas,no,no,Mercedes-Benz,G500,83.33333333333333,66.66666666666667,0.02375559809163588,3.7694741501955065,3.511998899090159,3.4678685102284703
Mercedes-Benz_GL450,13.0,18.0,5280.0,7.0,335.0,0.0634469696969697,4.6,8.0,2.0,A,suv4,200.6,gas,no,no,Mercedes-Benz,GL450,76.92307692307692,55.55555555555556,0.01029055468502598,-2.0835955228543668,-2.0797179091357947,-1.899202918457675
Mercedes-Benz_ML350,15.0,20.0,4705.0,5.0,268.0,0.05696068012752391,3.5,6.0,2.0,A,suv4,188.5,gas,no,no,Mercedes-Benz,ML350,66.66666666666667,50.0,0.00810323198085261,-3.4212258898874808,-3.5506659871340673,-3.5849339729743406
Mercedes-Benz_R350,15.0,19.0,4938.0,6.0,268.0,0.05427298501417578,3.5,6.0,2.0,A,suv4,203.0,gas,no,no,Mercedes-Benz,R350,66.66666666666667,52.63157894736842,0.009216667699127348,-3.5553448906707246,-3.8077777265990704,-3.939963493285447
Mercury_Milan,20.0,28.0,3174.0,5.0,160.0,0.05040957781978576,2.3,4.0,1.0,A,midsize,191.4,gas,no,no,Mercury,Milan,50.0,35.714285714285715,0.0114616378390105,2.638259623202458,2.423548148915067,2.0746179909408724
Mercury_Milan,20.0,29.0,3117.0,5.0,160.0,0.05133140840551813,2.3,4.0,1.0,M,midsize,191.4,gas,no,no,Mercury,Milan,50.0,34.48275862068966,0.016484780718015964,3.8401568672869644,3.806098791637929,3.8638922236822495
Mercury_Milan,18.0,26.0,3303.0,5.0,221.0,0.06690887072358462,3.0,6.0,1.0,A,midsize,191.4,gas,no,no,Mercury,Milan,55.55555555555556,38.46153846153846,0.009667584195370806,2.105809457216111,2.178029194733618,2.1402871275994
Mercury_Grand_Marquis_FFV,15.0,23.0,4135.0,5.0,224.0,0.054171704957678354,4.6,8.0,1.0,A,large,211.1,gas,no,no,Mercury,Grand_Marquis_FFV,66.66666666666667,43.47826086956522,0.017379935650413986,8.217055346655258,7.967492149410255,7.715470900969372
Mercury_Grand_Marquis_FFV,11.0,16.0,4135.0,5.0,224.0,0.054171704957678354,4.6,8.0,1.0,A,large,211.1,E85,no,no,Mercury,Grand_Marquis_FFV,90.9090909090909,62.5,0.05018521155513291,6.2486060860043295,6.150460656398664,5.983337192783154
Mercury_Sable,18.0,28.0,3670.0,5.0,263.0,0.07166212534059946,3.5,6.0,1.0,A,large,202.1,gas,no,no,Mercury,Sable,55.55555555555556,35.714285714285715,0.013288674883367744,-3.127804311948381,-2.9840107636845445,-2.8998976435385444
Mercury_Mariner,20.0,26.0,3326.0,5.0,153.0,0.046001202645820805,2.3,4.0,1.0,A,suv2,175.2,gas,no,no,Mercury,Mariner,50.0,38.46153846153846,0.008114815016344347,-0.3039692129595295,-0.5558086973074836,-0.9120546769057327
Mercury_Mariner,18.0,24.0,3383.0,5.0,200.0,0.05911912503694945,3.0,6.0,1.0,A,suv2,175.2,gas,no,no,Mercury,Mariner,55.55555555555556,41.666666666666664,0.007437948445198236,0.9370697508111334,0.9203641821037962,0.8119260023664694
Mercury_Mariner_Hybrid,34.0,30.0,3637.0,5.0,133.0,0.03656860049491339,2.3,4.0,1.0,AV,suv2,175.2,gas,yes,no,Mercury,Mariner_Hybrid,29.41176470588235,33.333333333333336,0.05936808755572186,2.6928455649824237,2.4550333086447615,2.1548458785679223
Mercury_Mountaineer,14.0,20.0,4567.0,7.0,210.0,0.04598204510619663,4.0,6.0,1.0,A,suv2,193.5,gas,no,no,Mercury,Mountaineer,71.42857142857143,50.0,0.008220863616495298,7.932267469619703,7.519322463399554,7.1735534259529175
Mercury_Mountaineer,13.0,20.0,4732.0,7.0,292.0,0.06170752324598478,4.6,8.0,1.0,A,suv2,193.5,gas,no,no,Mercury,Mountaineer,76.92307692307692,50.0,0.006597966554886319,5.317533737653335,5.293087866117816,5.367232173298646
Mercury_Mariner,19.0,24.0,3466.0,5.0,153.0,0.04414310444316215,2.3,4.0,1.0,A,suv4,175.2,gas,no,no,Mercury,Mariner,52.63157894736842,41.666666666666664,0.008340853716031781,1.085109365537015,0.7868521449575709,0.40405513168363427
Mercury_Mariner,17.0,22.0,3526.0,5.0,200.0,0.05672149744753262,3.0,6.0,1.0,A,suv4,175.2,gas,no,no,Mercury,Mariner,58.8235294117647,45.45454545454545,0.0074419567490587625,2.935918230243992,2.87180025952879,2.7362420953941466
Mercury_Mariner_Hybrid,29.0,27.0,3800.0,5.0,133.0,0.035,2.3,4.0,1.0,AV,suv4,175.2,gas,yes,no,Mercury,Mariner_Hybrid,34.48275862068966,37.03703703703704,0.060221128705840093,6.317214050317482,6.025358286795999,5.694257867511055
Mercury_Mountaineer,13.0,19.0,4725.0,7.0,210.0,0.044444444444444446,4.0,6.0,1.0,A,suv4,193.5,gas,no,no,Mercury,Mountaineer,76.92307692307692,52.63157894736842,0.009857431434600737,12.024522547826948,11.559191810716968,11.18345803526492
Mini_Cooper,26.0,34.0,2634.0,4.0,118.0,0.044798785117691725,1.6,4.0,2.0,A-S,minicompact,145.6,gas,no,no,Mini,Cooper,38.46153846153846,29.41176470588235,0.03421658304575961,-4.786833272503777,-5.063418786239154,-5.3605735287613925
Mini_Cooper,28.0,37.0,2546.0,4.0,118.0,0.046347211311861744,1.6,4.0,2.0,M,minicompact,145.6,gas,no,no,Mini,Cooper,35.714285714285715,27.027027027027028,0.025596990132227625,-8.082467740776643,-8.009739129914436,-7.9050503363913975
Mini_Cooper_S,23.0,32.0,2723.0,4.0,172.0,0.06316562614763128,1.6,4.0,2.0,A-S,minicompact,146.2,gas,no,yes,Mini,Cooper_S,43.47826086956522,31.25,0.03336134045357164,-4.8558544955753575,-4.871973929244483,-4.891095405790658
Mini_Cooper_S,26.0,34.0,2668.0,4.0,172.0,0.06446776611694154,1.6,4.0,2.0,M,minicompact,146.2,gas,no,yes,Mini,Cooper_S,38.46153846153846,29.41176470588235,0.02549241671326182,-10.713833711570622,-10.391580344182458,-10.015116742621188
Mini_Clubman,26.0,34.0,2800.0,4.0,118.0,0.04214285714285714,1.6,4.0,2.0,A-S,subcompact,155.0,gas,no,no,Mini,Clubman,38.46153846153846,29.41176470588235,0.02400941042466763,-5.006475974475272,-5.367752034673792,-5.731220109065191
Mini_Clubman,28.0,37.0,2723.0,4.0,118.0,0.04333455747337495,1.6,4.0,2.0,M,subcompact,155.0,gas,no,no,Mini,Clubman,35.714285714285715,27.027027027027028,0.017407563696994054,-8.399735471730942,-8.415344515178653,-8.379055206170705
Mitsubishi_Eclipse_Spyder,19.0,26.0,3510.0,4.0,162.0,0.046153846153846156,2.4,4.0,3.0,A-S,minicompact,179.7,gas,no,no,Mitsubishi,Eclipse_Spyder,52.63157894736842,38.46153846153846,0.011110137199407464,2.5908303404787247,2.1540514241865694,1.8065169788547593
Mitsubishi_Eclipse_Spyder,16.0,24.0,3737.0,4.0,260.0,0.06957452502006957,3.8,6.0,3.0,A-S,minicompact,179.7,gas,no,no,Mitsubishi,Eclipse_Spyder,62.5,41.666666666666664,0.008642342327638204,2.5032032146506396,2.5208461781950433,2.6695068863462765
Mitsubishi_Eclipse_Spyder,16.0,25.0,3671.0,4.0,260.0,0.07082538817760828,3.8,6.0,3.0,M,minicompact,179.7,gas,no,no,Mitsubishi,Eclipse_Spyder,62.5,40.0,0.008884343773887169,1.759571435664924,2.119234308113377,2.6655662470180133
Mitsubishi_Eclipse,20.0,26.0,3307.0,4.0,162.0,0.04898699727850015,2.4,4.0,3.0,A-S,subcompact,179.7,gas,no,no,Mitsubishi,Eclipse,50.0,38.46153846153846,0.011150263390984587,1.7608769279745218,1.3914037292180552,1.0823682827159686
Mitsubishi_Eclipse,20.0,28.0,3274.0,4.0,162.0,0.04948075748320098,2.4,4.0,3.0,M,subcompact,179.7,gas,no,no,Mitsubishi,Eclipse,50.0,35.714285714285715,0.009908654151239663,0.7243700620404354,0.6859754486477385,0.7683527749612225
Mitsubishi_Lancer,22.0,29.0,2999.0,5.0,152.0,0.050683561187062354,2.0,4.0,3.0,AV,compact,180.0,gas,no,no,Mitsubishi,Lancer,45.45454545454545,34.48275862068966,0.05499487993022402,3.9961479225349166,3.98251873389939,3.928552661717468
Mitsubishi_Lancer,21.0,29.0,2922.0,5.0,152.0,0.05201916495550993,2.0,4.0,3.0,M,compact,180.0,gas,no,no,Mitsubishi,Lancer,47.61904761904762,34.48275862068966,0.010708254371048963,2.317776608944186,2.3410936123036734,2.43409110576345
Mitsubishi_Galant,20.0,27.0,3428.0,5.0,160.0,0.046674445740956826,2.4,4.0,3.0,A-S,midsize,191.0,gas,no,no,Mitsubishi,Galant,50.0,37.03703703703704,0.014337079340058432,2.356067990729656,1.900020770899232,1.515160850148753
Mitsubishi_Galant,17.0,25.0,3748.0,5.0,258.0,0.0688367129135539,3.8,6.0,3.0,A-S,midsize,191.0,gas,no,no,Mitsubishi,Galant,58.8235294117647,40.0,0.009353874653015699,0.39817397899837914,0.36571399993643894,0.4594117602987495
Mitsubishi_Endeavor,15.0,22.0,3902.0,5.0,225.0,0.057662737057919015,3.8,6.0,3.0,A-S,suv2,190.8,gas,no,no,Mitsubishi,Endeavor,66.66666666666667,45.45454545454545,0.009415740977602317,9.522040824682549,9.260788946735467,9.144438908226284
Mitsubishi_Outlander,20.0,25.0,3395.0,5.0,168.0,0.049484536082474224,2.4,4.0,3.0,AV,suv2,182.7,gas,no,no,Mitsubishi,Outlander,50.0,40.0,0.05430524040853239,4.0906214535951335,4.02365838256096,3.9726261773795883
Mitsubishi_Outlander,17.0,25.0,3532.0,5.0,220.0,0.0622876557191393,3.0,6.0,3.0,A-S,suv2,182.7,gas,no,no,Mitsubishi,Outlander,58.8235294117647,40.0,0.008892773488439644,4.287592713254092,4.14754305340017,4.103865349756674
Mitsubishi_Endeavor,15.0,19.0,4090.0,5.0,225.0,0.0550122249388753,3.8,6.0,3.0,A-S,suv4,190.8,gas,no,no,Mitsubishi,Endeavor,66.66666666666667,52.63157894736842,0.009519377563670326,7.853540329340305,7.529956062739508,7.377951779008704
Nissan_350Z,17.0,24.0,3578.0,2.0,306.0,0.08552263834544438,3.5,6.0,3.0,A-S,2-seater,169.8,gas,no,no,Nissan,350Z,58.8235294117647,41.666666666666664,0.014607075857365471,-4.810037469890268,-4.4598199755923815,-3.9912053978057997
Nissan_350Z,18.0,25.0,3320.0,2.0,306.0,0.09216867469879518,3.5,6.0,3.0,M,2-seater,169.8,gas,no,no,Nissan,350Z,55.55555555555556,40.0,0.012585063643929157,-7.117642599203677,-6.361746586312869,-5.45904793158909
Nissan_Altima_Coupe,23.0,31.0,3095.0,5.0,175.0,0.05654281098546042,2.5,4.0,3.0,AV,subcompact,182.5,gas,no,no,Nissan,Altima_Coupe,43.47826086956522,32.25806451612903,0.05520411000373984,-0.36253386143427235,-0.2915648158668134,-0.24644330129152792
Nissan_Altima_Coupe,23.0,32.0,3052.0,5.0,175.0,0.05733944954128441,2.5,4.0,3.0,M,subcompact,182.5,gas,no,no,Nissan,Altima_Coupe,43.47826086956522,31.25,0.010461241540675641,-4.507157429110336,-4.410515070346939,-4.224878098308345
Nissan_Altima,19.0,26.0,3358.0,5.0,270.0,0.08040500297796307,3.5,6.0,3.0,AV,midsize,189.8,gas,no,no,Nissan,Altima,52.63157894736842,38.46153846153846,0.05957309126658074,-0.26811285126067474,0.206099333145076,0.6970311585757827
Nissan_Altima,19.0,27.0,3292.0,5.0,270.0,0.08201701093560146,3.5,6.0,3.0,M,midsize,189.8,gas,no,no,Nissan,Altima,52.63157894736842,37.03703703703704,0.012888777182301695,-4.208611358336363,-3.701100089782358,-3.065290851355911
Nissan_Altima_Hybrid,35.0,33.0,3482.0,5.0,158.0,0.045376220562894885,2.5,4.0,3.0,AV,midsize,189.2,gas,yes,no,Nissan,Altima_Hybrid,28.571428571428573,30.303030303030305,0.060146259443638224,3.0693370822911596,2.9738764865902247,2.7887709960000215
Nissan_Maxima,19.0,25.0,3591.0,5.0,255.0,0.07101086048454469,3.5,6.0,3.0,AV,midsize,194.4,gas,no,no,Nissan,Maxima,52.63157894736842,40.0,0.05904043567763727,-0.5069969856297618,-0.2056221354905361,0.1415384186137345
Nissan_Sentra,25.0,33.0,2954.0,5.0,140.0,0.04739336492890995,2.0,4.0,3.0,AV,midsize,179.8,gas,no,no,Nissan,Sentra,40.0,30.303030303030305,0.05520449163952883,-0.1132758269804981,-0.1762135058042773,-0.28693431654316726
Nissan_Sentra,24.0,31.0,2885.0,5.0,140.0,0.04852686308492201,2.0,4.0,3.0,M,midsize,179.8,gas,no,no,Nissan,Sentra,41.666666666666664,32.25806451612903,0.011257606665845245,-2.360482659485136,-2.389126588384258,-2.354401035405786
Nissan_Sentra,24.0,30.0,3072.0,5.0,177.0,0.0576171875,2.5,4.0,3.0,AV,midsize,180.1,gas,no,no,Nissan,Sentra,41.666666666666664,33.333333333333336,0.054863554611923195,-2.452142912414665,-2.355167380728531,-2.2857857738034397
Nissan_Sentra,21.0,29.0,3048.0,5.0,200.0,0.06561679790026247,2.5,4.0,3.0,M,midsize,180.1,gas,no,no,Nissan,Sentra,47.61904761904762,34.48275862068966,0.009178223392421296,-2.6768138364269447,-2.4361507328659187,-2.1032993451296917
Nissan_Versa,27.0,33.0,2758.0,5.0,122.0,0.04423495286439449,1.8,4.0,3.0,AV,midsize,169.1,gas,no,no,Nissan,Versa,37.03703703703704,30.303030303030305,0.05610939954922319,-1.3050886542750106,-1.366577336303365,-1.4995233398012573
Nissan_Versa,24.0,32.0,2722.0,5.0,122.0,0.04481998530492285,1.8,4.0,3.0,A,midsize,169.1,gas,no,no,Nissan,Versa,41.666666666666664,31.25,0.012134305692650518,-1.5782297046660076,-1.7781207091969478,-2.167792333223005
Nissan_Versa,26.0,31.0,2693.0,5.0,122.0,0.04530263646490902,1.8,4.0,3.0,M,midsize,169.1,gas,no,no,Nissan,Versa,38.46153846153846,32.25806451612903,0.010687460759631541,-3.829960739484072,-3.8584818926229687,-3.846740133365657
Nissan_Quest,16.0,24.0,4293.0,7.0,235.0,0.05474027486606103,3.5,6.0,3.0,A,minivan,204.1,gas,no,no,Nissan,Quest,62.5,41.666666666666664,0.00966029301569822,0.8232164212053306,0.6028034780048515,0.40728334724300197
Nissan_Armada_FFV,12.0,18.0,5302.0,8.0,317.0,0.05978875895888344,5.6,8.0,3.0,A,suv2,207.7,gas,no,no,Nissan,Armada_FFV,83.33333333333333,55.55555555555556,0.01155003306886708,6.536913394451503,6.413810719361464,6.464799448191485
Nissan_Armada_FFV,9.0,13.0,5302.0,8.0,317.0,0.05978875895888344,5.6,8.0,3.0,A,suv2,207.7,E85,no,no,Nissan,Armade_FFV,111.11111111111111,76.92307692307692,0.04555042817065683,8.103817669154125,8.132132761703431,8.26801927535881
Nissan_Pathfinder,15.0,22.0,4583.0,7.0,266.0,0.05804058476980144,4.0,6.0,3.0,A,suv2,192.3,gas,no,no,Nissan,Pathfinder,66.66666666666667,45.45454545454545,0.0060885138411517405,-1.669628124699429,-1.781415506486482,-1.8176319539168162
Nissan_Pathfinder,13.0,18.0,4779.0,7.0,310.0,0.06486712701401967,5.6,8.0,3.0,A-S,suv2,192.3,gas,no,no,Nissan,Pathfinder,76.92307692307692,55.55555555555556,0.010441673677390888,5.307148993340434,5.20981198868526,5.38929364590399
Nissan_Rogue,22.0,27.0,3267.0,5.0,170.0,0.05203550658096113,2.5,4.0,3.0,AV,suv2,182.9,gas,no,no,Nissan,Rogue,45.45454545454545,37.03703703703704,0.05452541175273627,0.5457699018247126,0.5314248987522419,0.5149318463856858
Nissan_Xterra,15.0,20.0,4165.0,5.0,261.0,0.06266506602641056,4.0,6.0,3.0,A,suv2,178.7,gas,no,no,Nissan,Xterra,66.66666666666667,50.0,0.00828421529540092,0.6315672575073705,0.674246539242759,0.7401857079758543
