Index,Date,Daily Zoo Attendance,Log attendance,Revenue,Average Ticket Price,MaxTemp,Gas price,Total Ad Stock,Ad,Weather Condition,Weather Condition refined,Holiday/Events,Month,Season,day of the week,Weekend?,Events_recode,Weather_recode_2
388.0,2005-04-23,1087.0,6.99117688712121,8804.699999999999,8.1,55.0,2.38,665.0,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
389.0,2005-04-24,4531.0,8.418697944667139,36701.1,8.1,56.0,2.38,717.0,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
390.0,2005-04-25,4152.0,8.331345424845724,33631.2,8.1,55.0,2.37,822.0,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
391.0,2005-04-26,15572.0,9.653229708730347,126133.2,8.1,63.0,2.37,922.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
392.0,2005-04-27,11757.0,9.372204086867741,1175.7,0.1,67.0,2.37,1018.0,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
393.0,2005-04-28,14427.0,9.576856729945773,116858.7,8.1,66.0,2.36,1110.0,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
394.0,2005-04-29,7076.0,8.864464055279676,57527.880000000005,8.13,60.0,2.36,1199.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,APR,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
395.0,2005-04-30,1109.0,7.011213987350367,8960.72,8.08,59.0,2.36,1284.0,yes,RAIN,RAIN,NONE,APR,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
396.0,2005-05-01,5043.0,8.525756422076725,40848.299999999996,8.1,65.0,2.35,1366.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
397.0,2005-05-02,2278.0,7.731053144007127,18679.6,8.2,62.0,2.35,1340.0,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
398.0,2005-05-03,5376.0,8.589699882202986,43921.92,8.17,61.0,2.35,1316.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
399.0,2005-05-04,9826.0,9.192787212728593,982.6,0.1,62.0,2.34,1292.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
400.0,2005-05-05,6982.0,8.851090687664982,57461.86,8.23,60.0,2.34,1269.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
401.0,2005-05-06,3902.0,8.269244521183056,31840.32,8.16,56.0,2.34,1247.0,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
402.0,2005-05-07,2527.0,7.834788107388194,20569.780000000002,8.14,63.0,2.34,1226.0,yes,RAIN,RAIN,MomsDay,MAY,HIGH SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
403.0,2005-05-08,7036.0,8.85879510585745,57554.479999999996,8.18,64.0,2.33,1205.0,yes,RAIN,RAIN,MomsDay,MAY,HIGH SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
404.0,2005-05-09,4230.0,8.349957272040324,34812.9,8.23,65.0,2.33,1290.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,MomsDay,MAY,HIGH SEASON,Mon,No,Have Events,GOOD WEATHER
405.0,2005-05-10,6532.0,8.784468454090355,53431.759999999995,8.18,62.0,2.33,1371.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
406.0,2005-05-11,15549.0,9.651751606857816,1554.9,0.1,66.0,2.33,1449.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
407.0,2005-05-12,7308.0,8.896724917497897,60364.08,8.26,69.0,2.32,1524.0,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
408.0,2005-05-13,9587.0,9.168163293076997,79092.75,8.25,60.0,2.32,1597.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
409.0,2005-05-14,7947.0,8.98054977794018,64768.05,8.15,69.0,2.32,1666.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
410.0,2005-05-15,6022.0,8.70317470904168,48958.86000000001,8.13,78.0,2.32,1732.0,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Sun,Yes,NONE,NOT GOOD WEATHER
411.0,2005-05-16,4729.0,8.461469042643875,38635.93,8.17,67.0,2.31,1692.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
412.0,2005-05-17,6825.0,8.82834762005316,56306.25,8.25,68.0,2.31,1654.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
413.0,2005-05-18,12885.0,9.463819123086465,1288.5,0.1,69.0,2.31,1617.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
414.0,2005-05-19,10040.0,9.214332393245721,82629.2,8.23,68.0,2.31,1582.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
415.0,2005-05-20,4504.0,8.412721169819527,36932.799999999996,8.2,57.0,2.3,1548.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
416.0,2005-05-21,10709.0,9.278839788400875,87171.26000000001,8.14,69.0,2.3,1515.0,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Sat,Yes,NONE,NOT GOOD WEATHER
417.0,2005-05-22,6873.0,8.835355971121606,56083.68,8.16,64.0,2.3,1484.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
418.0,2005-05-23,4388.0,8.38662882139512,36113.240000000005,8.23,64.0,2.3,1461.0,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
419.0,2005-05-24,6693.0,8.808817483100642,54681.81,8.17,62.0,2.29,1439.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
420.0,2005-05-25,5753.0,8.657476736863293,575.3000000000001,0.1,52.0,2.29,1467.0,yes,RAIN,RAIN,NONE,MAY,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
421.0,2005-05-26,8693.0,9.070273383079064,70674.09000000001,8.13,59.0,2.29,1484.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,MAY,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
422.0,2005-05-27,12507.0,9.434043766548907,101806.98000000001,8.14,75.0,2.29,1513.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
423.0,2005-05-28,14294.0,9.567595147779924,115924.34,8.11,77.0,2.28,1531.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,ButterflyBlast,MAY,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
424.0,2005-05-29,18284.0,9.813781639451635,148283.24,8.11,77.0,2.28,1540.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,ButterflyBlast,MAY,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
425.0,2005-05-30,17378.0,9.762960317399152,140761.8,8.1,76.0,2.28,1511.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,ButterflyBlast,MAY,HIGH SEASON,Mon,No,Have Events,GOOD WEATHER
426.0,2005-05-31,8888.0,9.092457331319466,72259.44,8.13,77.0,2.28,1479.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,MAY,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
427.0,2005-06-01,15848.0,9.670798588378387,1584.8000000000002,0.1,65.0,2.27,1445.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
428.0,2005-06-02,14000.0,9.546812608597396,114520.0,8.18,66.0,2.27,1410.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
429.0,2005-06-03,11063.0,9.311361486034912,91159.12,8.24,68.0,2.27,1375.0,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
430.0,2005-06-04,11087.0,9.313528529772352,90469.92,8.16,81.0,2.27,1339.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
431.0,2005-06-05,15008.0,9.616338671246005,121564.79999999999,8.1,86.0,2.26,1304.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
432.0,2005-06-06,9139.0,9.120306249272202,74665.63,8.17,85.0,2.26,1300.0,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
433.0,2005-06-07,6581.0,8.791941988456118,53964.2,8.2,89.0,2.26,1296.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
434.0,2005-06-08,20053.0,9.906134047477034,2005.3000000000002,0.1,91.0,2.27,1291.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
435.0,2005-06-09,10485.0,9.25770094333602,85976.99999999999,8.2,82.0,2.27,1285.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
436.0,2005-06-10,9588.0,9.168267595554275,78238.08,8.16,81.0,2.28,1280.0,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
437.0,2005-06-11,7758.0,8.956479847999912,62994.95999999999,8.12,81.0,2.28,1274.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
438.0,2005-06-12,7160.0,8.87626525995469,58139.2,8.12,87.0,2.29,1268.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
439.0,2005-06-13,4938.0,8.504715669905124,40047.18,8.11,88.0,2.29,1254.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
440.0,2005-06-14,6489.0,8.77786371462117,52820.46000000001,8.14,94.0,2.3,1242.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
441.0,2005-06-15,17949.0,9.795289682058142,1794.9,0.1,82.0,2.3,1230.0,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
442.0,2005-06-16,7500.0,8.922658299524402,61725.0,8.23,70.0,2.31,1231.0,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
443.0,2005-06-17,9622.0,9.171807422259398,78515.52,8.16,76.0,2.31,1232.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
444.0,2005-06-18,10500.0,9.259130536145614,85259.99999999999,8.12,77.0,2.32,1232.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,DadsDay,JUNE,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
445.0,2005-06-19,13192.0,9.487365864239434,107646.72,8.16,71.0,2.32,1233.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,DadsDay,JUNE,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
446.0,2005-06-20,7192.0,8.880724576151456,58902.479999999996,8.19,73.0,2.33,1241.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
447.0,2005-06-21,6024.0,8.703506769479729,49637.76,8.24,78.0,2.33,1248.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
448.0,2005-06-22,15911.0,9.674765972907856,1591.1000000000001,0.1,84.0,2.34,1254.0,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
449.0,2005-06-23,6666.0,8.804775258867686,54727.86000000001,8.21,76.0,2.34,1260.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
450.0,2005-06-24,6432.0,8.769040810858803,52678.079999999994,8.19,80.0,2.35,1265.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
451.0,2005-06-25,6822.0,8.82790796297859,55462.86000000001,8.13,88.0,2.35,1269.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
452.0,2005-06-26,7130.0,8.872066513408342,57753.0,8.1,86.0,2.35,1273.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUNE,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
453.0,2005-06-27,5713.0,8.650499558724462,46446.69,8.13,76.0,2.36,1248.0,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
454.0,2005-06-28,2964.0,7.994294986415977,24097.320000000003,8.13,85.0,2.37,1220.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUNE,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
455.0,2005-06-29,20774.0,9.941457483787756,2077.4,0.1,86.0,2.38,1193.0,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
456.0,2005-06-30,4073.0,8.312135107648412,33357.869999999995,8.19,79.0,2.39,1168.0,yes,RAIN,RAIN,NONE,JUNE,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
457.0,2005-07-01,4511.0,8.414274137408396,41410.979999999996,9.18,80.0,2.4,1212.0,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
458.0,2005-07-02,11966.0,9.389824573949976,109010.26,9.11,84.0,2.41,1235.0,yes,RAIN,RAIN,Bugmania,JUL,HIGH SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
459.0,2005-07-03,15139.0,9.625029474611878,138067.68,9.12,78.0,2.42,1243.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,Bugmania,JUL,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
460.0,2005-07-04,12026.0,9.394826251599515,109917.64000000001,9.14,79.0,2.43,1274.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,Bugmania,JUL,HIGH SEASON,Mon,No,Have Events,GOOD WEATHER
461.0,2005-07-05,5741.0,8.655388690167637,52644.97,9.17,79.0,2.44,1297.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
462.0,2005-07-06,19359.0,9.87091270660395,1935.9,0.1,80.0,2.45,1315.0,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
463.0,2005-07-07,7791.0,8.960724500330858,71521.38,9.18,75.0,2.46,1330.0,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Thu,No,NONE,NOT GOOD WEATHER
464.0,2005-07-08,589.0,6.3784261836515865,5348.12,9.08,68.0,2.48,1342.0,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
465.0,2005-07-09,15364.0,9.639782389465795,140426.96000000002,9.14,83.0,2.49,1352.0,yes,RAIN,RAIN,TigerTales,JUL,HIGH SEASON,Sat,Yes,Have Events,NOT GOOD WEATHER
466.0,2005-07-10,16357.0,9.702411219258526,149012.27,9.11,93.0,2.5,1360.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,TigerTales,JUL,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
467.0,2005-07-11,4358.0,8.379768515504566,39832.12,9.14,94.0,2.51,1335.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
468.0,2005-07-12,12443.0,9.428913494775632,113853.45000000001,9.15,86.0,2.52,1311.0,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
469.0,2005-07-13,25152.0,10.132692695228933,2515.2000000000003,0.1,79.0,2.53,1287.0,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Wed,No,NONE,NOT GOOD WEATHER
470.0,2005-07-14,8611.0,9.060795734696166,78876.76,9.16,81.0,2.53,1264.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
471.0,2005-07-15,7165.0,8.876963340262272,65416.450000000004,9.13,82.0,2.53,1242.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
472.0,2005-07-16,7834.0,8.966228514225776,71289.4,9.1,83.0,2.53,1221.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,ButterflyBlast,JUL,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
473.0,2005-07-17,5036.0,8.524367395164237,45777.24,9.09,79.0,2.53,1201.0,yes,RAIN,RAIN,ButterflyBlast,JUL,HIGH SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
474.0,2005-07-18,4519.0,8.41604600941128,41439.23,9.17,88.0,2.53,1213.0,yes,RAIN,RAIN,NONE,JUL,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
475.0,2005-07-19,5569.0,8.624970783589669,50844.97,9.13,92.0,2.53,1224.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
476.0,2005-07-20,40858.0,10.617857919547598,4085.8,0.1,92.0,2.53,1234.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
477.0,2005-07-21,15222.0,9.630497028827337,139129.08000000002,9.14,91.0,2.53,1243.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
478.0,2005-07-22,6807.0,8.825706773447951,62011.77,9.11,92.0,2.53,1252.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
479.0,2005-07-23,11561.0,9.355392643675321,105320.70999999999,9.11,87.0,2.53,1261.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
480.0,2005-07-24,12995.0,9.47231994707559,117994.6,9.08,88.0,2.53,1269.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
481.0,2005-07-25,5468.0,8.60666819784384,49977.520000000004,9.14,90.0,2.53,1245.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
482.0,2005-07-26,8966.0,9.101194924715385,81769.92,9.12,89.0,2.53,1225.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
483.0,2005-07-27,20134.0,9.910165207289369,2013.4,0.1,94.0,2.53,1212.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,JUL,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
484.0,2005-07-28,12334.0,9.420114955551439,112856.1,9.15,80.0,2.53,1195.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
485.0,2005-07-29,10382.0,9.247828816387175,95202.94,9.17,83.0,2.53,1177.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
486.0,2005-07-30,12063.0,9.397898195565384,109773.3,9.1,83.0,2.54,1161.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Sat,Yes,NONE,GOOD WEATHER
487.0,2005-07-31,12960.0,9.469622969906265,117936.0,9.1,80.0,2.54,1145.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,JUL,HIGH SEASON,Sun,Yes,NONE,GOOD WEATHER
488.0,2005-08-01,6872.0,8.835210463664092,62947.520000000004,9.16,82.0,2.55,1172.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
489.0,2005-08-02,5932.0,8.688116703257823,53921.88,9.09,96.0,2.56,1197.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
490.0,2005-08-03,25267.0,10.137254475487468,2526.7000000000003,0.1,95.0,2.57,1222.0,yes,SUNNY/CLOUDY,Sunny,NONE,AUG,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
491.0,2005-08-04,5327.0,8.580543506917,48369.16,9.08,91.0,2.57,1245.0,yes,SUNNY/CLOUDY,Sunny,NONE,AUG,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
492.0,2005-08-05,5059.0,8.528924114291936,46087.49,9.11,95.0,2.58,1267.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
493.0,2005-08-06,11426.0,9.343646739284408,103976.59999999999,9.1,86.0,2.59,1288.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,Kidsday,AUG,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
494.0,2005-08-07,12397.0,9.425209786838147,112812.7,9.1,85.0,2.6,1308.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,Kidsday,AUG,HIGH SEASON,Sun,Yes,Have Events,GOOD WEATHER
495.0,2005-08-08,5803.0,8.666130304190608,53097.450000000004,9.15,83.0,2.6,1286.0,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Mon,No,NONE,NOT GOOD WEATHER
496.0,2005-08-09,4987.0,8.514589805546123,45531.310000000005,9.13,81.0,2.61,1261.0,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
497.0,2005-08-10,30361.0,10.320914169043537,3036.1000000000004,0.1,86.0,2.62,1238.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
498.0,2005-08-11,6324.0,8.752107198329362,57611.64,9.11,92.0,2.63,1216.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
499.0,2005-08-12,4935.0,8.504107951867582,45056.55,9.13,91.0,2.63,1195.0,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Fri,No,NONE,NOT GOOD WEATHER
500.0,2005-08-13,5191.0,8.55468163582723,47186.19,9.09,94.0,2.64,1175.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,Bugmania,AUG,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
501.0,2005-08-14,5141.0,8.545002892055505,46680.28,9.08,91.0,2.65,1155.0,yes,RAIN,RAIN,Bugmania,AUG,HIGH SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
502.0,2005-08-15,4773.0,8.470730317005897,43577.490000000005,9.13,80.0,2.66,1125.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
503.0,2005-08-16,6719.0,8.81269461292015,61613.229999999996,9.17,76.0,2.66,1126.0,yes,RAIN,RAIN,NONE,AUG,HIGH SEASON,Tue,No,NONE,NOT GOOD WEATHER
504.0,2005-08-17,36331.0,10.50042665029748,3633.1000000000004,0.1,89.0,2.67,1128.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
505.0,2005-08-18,8143.0,9.004913941467132,74508.45,9.15,81.0,2.68,1130.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
506.0,2005-08-19,4442.0,8.398860004454372,40377.78,9.09,77.0,2.72,1131.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
507.0,2005-08-20,7284.0,8.8934354408475,66357.23999999999,9.11,83.0,2.75,1132.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,Kidsday,AUG,HIGH SEASON,Sat,Yes,Have Events,GOOD WEATHER
508.0,2005-08-21,7467.0,8.918248591035702,67875.03,9.09,94.0,2.79,1134.0,yes,RAIN,RAIN,Kidsday,AUG,HIGH SEASON,Sun,Yes,Have Events,NOT GOOD WEATHER
509.0,2005-08-22,7090.0,8.866440619526173,64660.799999999996,9.12,89.0,2.83,1135.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Mon,No,NONE,GOOD WEATHER
510.0,2005-08-23,9229.0,9.130105979265577,84445.35,9.15,83.0,2.87,1105.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Tue,No,NONE,GOOD WEATHER
511.0,2005-08-24,38348.0,10.554457654196888,3834.8,0.1,81.0,2.91,1076.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Wed,No,NONE,GOOD WEATHER
512.0,2005-08-25,10415.0,9.251002353695073,95297.25,9.15,83.0,2.95,1049.0,yes,SUNNY/CLOUDY,PARTLY CLOUDY,NONE,AUG,HIGH SEASON,Thu,No,NONE,GOOD WEATHER
513.0,2005-08-26,8024.0,8.990192329641772,73339.36,9.14,84.0,2.99,1024.0,yes,SUNNY/CLOUDY,MOSTLY CLOUDY,NONE,AUG,HIGH SEASON,Fri,No,NONE,GOOD WEATHER
