Shape,Carat,Cut,Color,Clarity,Polish,Symmetry,L/W Ratio,Report,Depth,Table,Fluorescence,Culet,Date Loose,Price,ln price,ln carat
Round,3.34,Very Good,H,VS2,VG,G,1.01,GIA,62.1,57.0,None,Very Small,2008-12-10,55566.0,10.925326782398324,1.205970806988609
Round,3.53,Very Good,I,VVS2,VG,VG,1.01,GIA,59.7,61.0,None,None,2008-12-10,55613.0,10.926172265858327,1.2612978709452054
Round,2.03,Ideal,D,VVS2,EX,VG,1.01,GIA,62.1,54.0,None,None,2008-12-11,55665.0,10.927106862162807,0.7080357930536959
Round,3.42,Ideal,I,VS1,EX,EX,1.01,GIA,60.5,59.0,Faint,None,2008-12-10,55683.0,10.927430172867208,1.2296405510745139
Princess,2.04,Signature-Ideal,D,IF,VG,VG,1.01,GIA,69.8,70.0,None,Small,2008-12-10,55875.0,10.93087233191587,0.712949807856125
Princess,3.2,Very Good,H,VVS2,VG,EX,1.01,GIA,68.8,69.0,None,None,2008-12-10,55927.0,10.931802547900372,1.1631508098056809
Round,1.71,Ideal,D,IF,VG,EX,1.0,GIA,62.3,56.0,None,None,2008-12-10,56014.0,10.933356938472494,0.5364933705145685
Emerald,3.34,Very Good,H,IF,EX,VG,1.49,GIA,65.7,68.0,None,Small,2008-12-10,56101.0,10.934908916663861,1.205970806988609
Princess,4.05,Very Good,I,VS2,EX,VG,1.02,GIA,71.9,73.0,None,None,2008-12-10,56232.0,10.937241268855741,1.3987168811184478
Round,3.33,Ideal,I,VVS2,EX,EX,1.0,GIA,62.3,56.0,Faint,None,2008-12-10,56658.0,10.944788474491125,1.2029723039923526
Round,4.08,Ideal,I,SI1,EX,EX,1.01,GIA,61.6,57.0,Faint,None,2008-12-10,56741.0,10.946252332458506,1.4060969884160703
Emerald,3.0,Good,D,VS1,VG,VG,1.15,GIA,65.8,74.0,Medium Blue,Very Small,2008-12-10,56942.0,10.94978848490783,1.0986122886681098
Round,4.02,Very Good,I,SI1,VG,G,1.01,GIA,61.1,56.0,None,None,2008-12-10,56950.0,10.949928968875328,1.3912819026309295
Round,1.65,Ideal,D,IF,EX,EX,1.0,GIA,61.6,58.0,None,None,2008-12-11,56997.0,10.95075391385265,0.5007752879124892
Round,4.02,Very Good,J,VS2,VG,VG,1.01,AGSL,60.0,60.0,None,Very Small,2008-12-10,57276.0,10.955636966793897,1.3912819026309295
Princess,5.41,Very Good,I,SI2,EX,VG,1.01,GIA,73.8,74.0,None,None,2008-12-10,57642.0,10.962006747637794,1.6882490928583902
Round,4.03,Ideal,I,SI1,EX,EX,1.0,GIA,60.3,60.0,None,None,2008-12-10,57777.0,10.964346051592322,1.3937663759585917
Round,2.64,Ideal,F,VS1,EX,EX,1.01,GIA,62.1,58.0,None,None,2008-12-10,58282.0,10.973048576810234,0.9707789171582248
Emerald,4.01,Very Good,I,VS1,VG,G,1.19,GIA,67.3,67.0,Faint Blue,None,2008-12-11,58550.0,10.977636369025863,1.3887912413184778
Round,2.41,Ideal,E,VVS1,EX,EX,1.01,GIA,62.9,56.0,Medium Blue,None,2008-12-10,58699.0,10.98017796989595,0.8796267475025636
Round,4.35,Ideal,J,SI1,EX,EX,1.01,GIA,60.9,60.0,None,None,2008-12-10,58937.0,10.984224355776732,1.4701758451005926
Round,2.1,Ideal,E,VVS1,EX,EX,1.0,GIA,61.9,58.0,Medium Blue,None,2008-12-16,58982.0,10.984987591594274,0.7419373447293773
Round,5.35,Ideal,J,SI2,VG,VG,1.01,GIA,60.2,59.0,None,None,2008-12-10,59321.0,10.990718653830616,1.6770965609079151
Round,3.03,Ideal,G,VS2,EX,EX,1.01,GIA,62.4,55.0,None,None,2008-12-10,59337.0,10.990988336449519,1.1085626195212777
Round,3.01,Very Good,E,VS2,VG,VG,1.01,GIA,63.1,57.0,Strong,None,2008-12-11,59415.0,10.992301998724127,1.1019400787607843
Round,3.24,Ideal,E,SI1,EX,EX,1.01,GIA,61.6,58.0,Faint,None,2008-12-11,59458.0,10.99302545992853,1.1755733298042381
Round,4.39,Ideal,J,SI1,EX,EX,1.0,GIA,61.5,58.0,None,None,2008-12-10,59479.0,10.993378588058855,1.47932922708708
Princess,4.04,Very Good,I,VS1,EX,EX,1.01,GIA,70.4,69.0,Faint,None,2008-12-10,59593.0,10.99529339649126,1.3962446919730587
Round,3.15,Ideal,G,VS1,VG,EX,1.01,GIA,61.7,56.0,Medium,None,2008-12-10,59941.0,11.001116024081504,1.1474024528375417
Princess,4.18,Very Good,J,VS1,G,VG,1.01,GIA,68.5,70.0,None,None,2008-12-10,59972.0,11.001633065614794,1.430311246536665
Princess,3.17,Very Good,G,VVS1,VG,VG,1.05,GIA,71.9,74.0,None,None,2008-12-10,60149.0,11.00458009616072,1.1537315878891892
Round,3.25,Ideal,G,VS2,ID,ID,1.01,AGSL,58.9,61.0,None,Very Small,2008-12-10,60250.0,11.0062578513529,1.1786549963416462
Princess,5.09,Good,J,VS1,G,G,1.21,GIA,79.6,75.0,None,None,2008-12-10,60413.0,11.008959592551948,1.6272778305624314
Round,3.1,Very Good,G,VS2,VG,VG,1.02,AGSL,63.2,53.3,Medium Blue,Very Small,2008-12-10,60497.0,11.010349056012608,1.1314021114911006
Princess,3.59,Very Good,F,VS2,VG,VG,1.01,GIA,71.7,75.0,None,None,2008-12-10,60517.0,11.010679596283687,1.2781522025001875
Round,3.02,Very Good,E,VS2,EX,EX,1.0,AGSL,62.9,59.0,Strong Blue,None,2008-12-10,60624.0,11.012446133258383,1.1052568313867783
Round,3.0,Very Good,G,VS1,G,G,1.01,GIA,61.6,62.0,Faint,Very Small,2008-12-18,60637.0,11.012660546796944,1.0986122886681098
Emerald,3.52,Very Good,G,VS1,VG,VG,1.14,GIA,67.5,62.0,None,Very Small,2008-12-10,60688.0,11.01350126392868,1.2584609896100056
Round,2.03,Ideal,E,IF,EX,EX,1.01,GIA,62.1,56.0,Faint,None,2008-12-10,60689.0,11.013517741515043,0.7080357930536959
Emerald,3.49,Very Good,G,VVS2,VG,G,1.41,GIA,68.4,63.0,Strong,Very Small,2008-12-10,60809.0,11.015493083315233,1.2499017362143359
Emerald,4.01,Good,E,SI1,VG,VG,1.33,GIA,71.1,70.0,None,None,2008-12-10,60848.0,11.01613423016804,1.3887912413184778
Round,4.05,Very Good,J,VS2,VG,EX,1.0,GIA,62.3,58.0,None,None,2008-12-10,60888.0,11.016791389947228,1.3987168811184478
Round,2.11,Ideal,E,VVS1,EX,EX,1.01,GIA,59.4,60.0,Faint,Very Small,2008-12-10,60957.0,11.017923976551122,0.7466879474879751
Emerald,4.01,Very Good,I,VS1,VG,G,1.17,GIA,69.9,64.0,None,Very Small,2008-12-10,61075.0,11.019857896125941,1.3887912413184778
Emerald,3.11,Very Good,E,VS1,VG,G,1.64,GIA,59.8,68.0,None,Small,2008-12-10,61170.0,11.02141215223661,1.1346227261911428
Round,2.17,Ideal,F,IF,VG,VG,1.01,GIA,61.9,55.0,None,None,2008-12-11,61215.0,11.022147536508015,0.7747271675523681
Princess,5.11,Very Good,G,SI2,EX,VG,1.02,GIA,70.6,76.0,None,None,2008-12-18,61215.0,11.022147536508015,1.631199404215613
Round,2.16,Signature-Ideal,F,VVS1,ID,ID,1.01,AGSL,61.7,56.0,None,Pointed,2008-12-10,61218.0,11.02219654290336,0.7701082216960737
Princess,5.09,Very Good,J,VS2,EX,EX,1.01,GIA,66.6,67.0,None,None,2008-12-10,61426.0,11.025588477273143,1.6272778305624314
Round,4.04,Good,I,VS2,EX,EX,1.0,GIA,65.3,62.0,Medium,None,2008-12-10,61464.0,11.026206916547471,1.3962446919730587
Princess,3.04,Very Good,E,VS1,VG,G,1.01,GIA,67.4,75.0,Faint,None,2008-12-10,61565.0,11.027848806226972,1.1118575154181303
Princess,5.01,Very Good,J,VS2,VG,G,1.1,GIA,65.7,72.0,Faint,None,2008-12-10,61728.0,11.030492915705455,1.6114359150967734
Round,2.64,Ideal,F,VVS2,EX,EX,1.01,GIA,61.4,58.0,Medium,None,2008-12-10,61779.0,11.031318779873457,0.9707789171582248
Princess,4.34,Very Good,I,VS2,VG,VG,1.0,GIA,73.1,73.0,Faint,None,2008-12-11,61784.0,11.031399710249099,1.4678743481123135
Round,3.02,Very Good,G,VS2,VG,G,1.01,GIA,61.2,58.0,None,None,2008-12-10,61815.0,11.031901332441027,1.1052568313867783
Emerald,4.17,Good,I,VVS2,EX,VG,1.53,GIA,71.7,69.0,Faint,None,2008-12-10,62093.0,11.036388540150964,1.4279160358107101
Round,3.0,Very Good,G,VS1,EX,EX,1.0,GIA,63.4,61.0,Medium,None,2008-12-10,62192.0,11.037981653092004,1.0986122886681098
Princess,4.01,Very Good,I,VS2,VG,G,1.01,GIA,67.0,78.0,None,None,2008-12-10,62327.0,11.040149997728475,1.3887912413184778
Emerald,3.04,Very Good,G,IF,VG,VG,1.39,GIA,59.8,72.0,None,None,2008-12-10,62396.0,11.041256449738759,1.1118575154181303
Round,2.52,Ideal,F,VS1,VG,EX,1.0,GIA,61.9,58.0,Faint,None,2008-12-17,62398.0,11.041288502561814,0.9242589015233319
Round,2.51,Ideal,F,VS1,VG,VG,1.0,GIA,61.8,56.0,None,None,2008-12-17,62478.0,11.04256977375795,0.9202827531436925
Round,2.09,Ideal,E,IF,EX,EX,1.01,GIA,60.5,57.0,Faint,None,2008-12-10,62483.0,11.042649798725783,0.7371640659767196
Emerald,5.01,Very Good,I,SI1,G,G,1.86,GIA,65.1,64.0,Medium,Very Small,2008-12-10,62485.0,11.042681806919884,1.6114359150967734
Round,2.26,Ideal,E,VVS1,VG,VG,1.01,GIA,59.4,58.0,None,None,2008-12-10,62539.0,11.043545641117445,0.8153648132841944
Round,2.57,Very Good,E,VS1,EX,VG,1.01,GIA,61.4,54.0,None,None,2008-12-16,62610.0,11.044680288739356,0.9439058989071284
Emerald,3.1,Very Good,G,VVS2,VG,VG,1.12,GIA,64.2,66.0,None,Very Small,2008-12-10,62653.0,11.045366844253579,1.1314021114911006
Emerald,3.29,Good,G,VVS2,VG,G,1.08,GIA,71.6,59.0,None,Medium,2008-12-10,62674.0,11.045701967574116,1.1908875647772805
Round,3.01,Very Good,G,VS2,EX,EX,1.01,GIA,59.5,59.0,Faint,None,2008-12-10,62753.0,11.046961664616168,1.1019400787607843
Round,4.0,Very Good,J,VS2,EX,EX,1.01,GIA,60.6,59.0,Faint,None,2008-12-10,62762.0,11.047105073770698,1.3862943611198906
Round,3.01,Ideal,F,VS2,EX,EX,1.0,GIA,59.9,58.0,None,None,2008-12-10,62898.0,11.049269645680628,1.1019400787607843
Round,2.27,Ideal,D,VVS2,VG,VG,1.01,GIA,62.5,55.0,None,None,2008-12-10,63023.0,11.051255018113492,0.8197798314933114
Round,3.02,Very Good,F,VS2,VG,G,1.01,GIA,62.7,58.0,None,None,2008-12-11,63080.0,11.052159041076974,1.1052568313867783
Princess,4.11,Very Good,I,VS1,EX,VG,1.05,GIA,72.7,73.0,None,None,2008-12-10,63342.0,11.05630389521775,1.4134230285081433
Emerald,3.21,Very Good,G,VVS2,G,G,1.25,GIA,62.8,63.0,None,Small,2008-12-10,63385.0,11.056982519372827,1.1662709371419244
Round,3.04,Very Good,F,VS2,EX,VG,1.01,GIA,62.8,57.0,None,None,2008-12-11,63498.0,11.058763688321779,1.1118575154181303
Round,2.02,Good,D,IF,EX,VG,1.01,GIA,62.1,61.0,Strong,None,2008-12-10,63592.0,11.06024295525295,0.7030975114131134
Round,4.01,Very Good,F,SI2,VG,VG,1.01,GIA,62.9,57.0,None,Very Small,2008-12-16,63625.0,11.060761753852823,1.3887912413184778
Round,4.09,Ideal,J,VS2,EX,EX,1.01,GIA,59.7,60.0,None,None,2008-12-11,63661.0,11.061327409163853,1.4085449700547104
Round,4.3,Ideal,I,SI1,VG,EX,1.01,GIA,61.0,60.0,None,None,2008-12-11,63810.0,11.063665196862393,1.4586150226995167
Round,2.32,Ideal,D,VVS1,EX,EX,1.01,GIA,60.9,56.0,Strong Blue,Very Small,2008-12-10,63878.0,11.064730293135002,0.8415671856782185
Round,3.03,Ideal,G,VS2,VG,VG,1.01,GIA,62.4,57.0,None,Very Small,2008-12-10,63934.0,11.065606580237674,1.1085626195212777
Round,5.04,Ideal,G,SI2,EX,VG,1.01,AGSL,62.7,55.0,Very Strong Blue,Very Small,2008-12-10,63937.0,11.065653502526553,1.6174060820832772
Emerald,4.03,Very Good,I,VS1,VG,VG,1.3,GIA,68.0,70.0,None,None,2008-12-10,63975.0,11.06624766102799,1.3937663759585917
Round,4.07,Ideal,G,SI2,ID,ID,1.01,AGSL,59.8,61.0,None,Pointed,2008-12-10,64154.0,11.069041721958007,1.4036429994545037
Round,4.53,Very Good,I,SI1,EX,EX,1.0,AGSL,59.7,58.0,None,Very Small,2008-12-10,64283.0,11.071050489577583,1.5107219394949427
Emerald,3.77,Very Good,G,VVS2,G,VG,1.27,GIA,65.5,69.0,Medium Blue,None,2008-12-10,64312.0,11.071501518007796,1.3270750014599193
Round,2.75,Signature-Ideal,F,VS1,ID,ID,1.01,AGSL,61.4,56.0,None,Pointed,2008-12-10,64341.0,11.07195234310307,1.0116009116784799
Round,4.01,Ideal,J,VS1,VG,VG,1.01,GIA,62.7,56.0,Medium Blue,None,2008-12-10,64456.0,11.073738099457032,1.3887912413184778
Round,2.05,Ideal,D,VVS2,EX,EX,1.01,GIA,59.7,60.0,None,None,2008-12-16,64504.0,11.074482516364858,0.7178397931503168
Round,2.1,Ideal,D,VVS2,EX,VG,1.01,GIA,60.3,56.0,None,None,2008-12-10,64569.0,11.075489698432289,0.7419373447293773
Emerald,5.0,Very Good,I,SI1,VG,G,1.06,GIA,65.0,67.0,None,None,2008-12-10,64641.0,11.076604163372343,1.6094379124341003
Emerald,3.01,Good,E,VS1,EX,VG,1.37,GIA,63.5,74.0,None,None,2008-12-10,64800.0,11.079060882340366,1.1019400787607843
Round,1.86,Ideal,D,IF,EX,EX,1.0,GIA,59.7,57.0,None,None,2008-12-11,64844.0,11.079739664261464,0.62057648772511
Emerald,3.04,Very Good,E,VVS2,G,G,1.66,GIA,67.7,70.0,Medium Blue,None,2008-12-10,64861.0,11.080001797565458,1.1118575154181303
Round,5.07,Very Good,J,SI2,VG,VG,1.01,GIA,63.8,56.0,Faint,None,2008-12-10,64984.0,11.08189636473079,1.623340817603092
Round,4.02,Ideal,D,SI2,VG,EX,1.01,AGSL,62.1,54.0,None,Very Small,2008-12-10,64992.0,11.082019464380112,1.3912819026309295
Emerald,2.51,Very Good,D,IF,VG,VG,1.2,GIA,69.1,63.0,None,Very Small,2008-12-10,65107.0,11.083787349297781,0.9202827531436925
Round,1.98,Ideal,E,FL,EX,EX,1.01,GIA,61.6,55.0,None,None,2008-12-11,65311.0,11.086915754370356,0.6830968447064438
Round,4.05,Good,D,SI2,VG,VG,1.01,GIA,63.6,61.0,Medium Blue,None,2008-12-10,65477.0,11.08945421491932,1.3987168811184478
Round,3.51,Very Good,F,VS2,EX,EX,1.0,AGSL,58.9,58.0,None,Very Small,2008-12-10,65634.0,11.091849133347846,1.2556160374777743
Emerald,3.04,Very Good,E,VS1,VG,G,1.41,GIA,58.1,66.0,None,Medium,2008-12-10,65668.0,11.09236702341441,1.1118575154181303
Round,4.02,Ideal,J,VS2,EX,EX,1.0,GIA,60.0,59.0,Faint,None,2008-12-10,65858.0,11.095256188023157,1.3912819026309295
Emerald,5.0,Good,I,SI1,G,G,1.05,GIA,72.0,60.0,None,Small,2008-12-10,65925.0,11.096273011221488,1.6094379124341003
Round,3.16,Very Good,F,VS2,EX,VG,1.01,GIA,62.8,57.0,None,None,2008-12-11,66004.0,11.097470625232695,1.1505720275988207
Emerald,3.29,Very Good,F,VVS2,EX,VG,1.2,GIA,65.7,70.0,None,None,2008-12-10,66114.0,11.099135803715832,1.1908875647772805
Round,2.42,Ideal,F,VVS1,EX,EX,1.01,GIA,61.4,56.0,None,Very Small,2008-12-16,66128.0,11.099347536751514,0.883767540168595
Round,2.27,Very Good,E,VVS2,VG,VG,1.01,GIA,62.2,57.0,None,None,2008-12-10,66175.0,11.100058027095303,0.8197798314933114
Round,2.35,Ideal,E,VVS1,VG,VG,1.01,GIA,62.0,56.0,None,None,2008-12-11,66201.0,11.10045084755119,0.8544153281560676
Round,2.44,Ideal,F,VVS2,EX,EX,1.0,GIA,61.8,55.0,None,None,2008-12-16,66234.0,11.100949205246406,0.8919980393051105
Round,2.11,Ideal,D,VVS2,EX,EX,1.01,GIA,60.6,57.0,None,None,2008-12-16,66391.0,11.10331678410918,0.7466879474879751
Round,2.34,Ideal,D,VVS1,EX,EX,1.01,GIA,61.5,57.0,Medium,None,2008-12-10,66519.0,11.105242900121105,0.85015092936961
Round,4.15,Very Good,D,SI2,EX,EX,1.01,AGSL,60.1,56.0,None,Very Small,2008-12-10,67094.0,11.113849900183732,1.423108334242607
Round,5.48,Ideal,J,SI2,VG,VG,1.0,GIA,60.7,57.0,Faint,None,2008-12-10,68178.0,11.129877211146065,1.7011051009599243
Round,4.01,Good,I,VS2,VG,VG,1.01,GIA,63.9,56.0,Faint,None,2008-12-10,68328.0,11.132074917625983,1.3887912413184778
Round,3.01,Very Good,F,VS2,EX,VG,1.01,GIA,60.5,60.0,None,Very Small,2008-12-10,68544.0,11.135231153807421,1.1019400787607843
Round,3.57,Ideal,I,VVS1,EX,EX,1.01,GIA,59.2,60.0,None,None,2008-12-10,68636.0,11.136572457405512,1.2725655957915476
Round,4.0,Very Good,I,VS2,VG,EX,1.01,GIA,63.0,58.0,None,None,2008-12-10,68808.0,11.139075296231315,1.3862943611198906
Round,3.78,Very Good,F,VS1,EX,EX,1.01,GIA,63.7,59.0,Strong Blue,None,2008-12-17,68849.0,11.139670979723071,1.3297240096314962
Round,4.22,Ideal,J,VS2,EX,EX,1.01,GIA,62.0,56.0,Medium Blue,None,2008-12-10,69134.0,11.143801929264502,1.4398351280479205
Emerald,5.01,Good,J,VS2,G,G,1.27,GIA,74.6,61.0,None,Small,2008-12-10,69205.0,11.144828393330803,1.6114359150967734
Emerald,5.02,Very Good,J,VS2,G,G,1.43,GIA,66.3,61.0,None,Very Small,2008-12-10,69344.0,11.146834904336085,1.6134299337036377
Round,3.0,Good,D,VS2,EX,VG,1.01,GIA,57.8,60.0,None,Very Small,2008-12-10,69763.0,11.152859062245346,1.0986122886681098
Round,4.26,Ideal,J,VS2,EX,EX,1.01,GIA,62.3,54.0,None,None,2008-12-10,69790.0,11.153246012011197,1.449269160281279
Princess,3.47,Very Good,D,VS1,VG,G,1.21,GIA,71.7,67.0,None,None,2008-12-10,70293.0,11.160427499583543,1.244154593958768
Round,4.07,Very Good,J,VS2,VG,VG,1.01,GIA,62.1,57.0,None,None,2008-12-11,70491.0,11.163240321076715,1.4036429994545037
Round,2.2,Ideal,D,VVS2,EX,EX,1.0,GIA,62.6,54.0,None,Very Small,2008-12-16,70539.0,11.163921027335716,0.7884573603642703
Round,4.31,Ideal,J,VS2,EX,EX,1.0,GIA,60.7,58.0,None,None,2008-12-10,70609.0,11.164912894110149,1.4609379041156563
Emerald,4.46,Very Good,D,SI1,VG,VG,1.26,GIA,67.7,66.0,Medium Blue,None,2008-12-16,70842.0,11.168207324135166,1.4951487660319727
Emerald,3.3,Very Good,D,VS1,EX,VG,1.63,GIA,69.3,70.0,None,None,2008-12-10,71214.0,11.17344470728456,1.1939224684724346
Round,5.48,Ideal,I,SI1,ID,ID,1.0,AGSL,60.5,60.0,None,Pointed,2008-12-10,71536.0,11.177956098473762,1.7011051009599243
Emerald,3.21,Very Good,D,VVS2,G,G,1.6,GIA,69.0,69.0,None,None,2008-12-10,71537.0,11.177970077351677,1.1662709371419244
Princess,3.5,Very Good,D,VS1,EX,VG,1.01,GIA,69.8,71.0,Very Strong Blue,None,2008-12-10,71894.0,11.182948090992008,1.252762968495368
Princess,4.39,Very Good,I,VS1,VG,VG,1.01,GIA,70.4,68.0,None,None,2008-12-10,72120.0,11.186086677317254,1.47932922708708
Round,2.36,Ideal,D,VVS2,EX,EX,1.01,GIA,61.5,54.0,None,Very Small,2008-12-10,73438.0,11.204196791808076,0.8586616190375187
Emerald,5.01,Very Good,J,VS1,G,G,1.12,GIA,68.1,67.0,None,Small,2008-12-10,74530.0,11.218957007875739,1.6114359150967734
Emerald,5.01,Very Good,J,VS1,G,G,1.15,GIA,69.4,62.0,Faint,Small,2008-12-10,74530.0,11.218957007875739,1.6114359150967734
Emerald,5.01,Very Good,J,VS1,G,G,1.23,GIA,68.9,64.0,None,Small,2008-12-10,74530.0,11.218957007875739,1.6114359150967734
Round,5.25,Very Good,J,SI1,VG,VG,1.01,AGSL,59.5,58.0,None,Very Small,2008-12-10,74607.0,11.219989615569899,1.6582280766035324
Round,4.01,Ideal,I,VS2,EX,EX,1.0,GIA,60.1,60.0,None,None,2008-12-10,74790.0,11.222439465185714,1.3887912413184778
Emerald,5.04,Very Good,J,VS1,VG,G,1.28,GIA,68.6,64.0,Faint,Small,2008-12-10,74976.0,11.224923341307521,1.6174060820832772
Round,3.18,Ideal,H,IF,EX,EX,1.0,GIA,61.6,56.0,Faint Blue,None,2008-12-10,75004.0,11.22529672442961,1.1568811967920856
Round,3.04,Ideal,F,VS2,EX,EX,1.0,GIA,62.7,58.0,None,None,2008-12-10,75062.0,11.226069717684418,1.1118575154181303
Round,3.04,Ideal,F,VS2,EX,EX,1.01,GIA,61.7,57.0,Faint,Very Small,2008-12-10,75062.0,11.226069717684418,1.1118575154181303
Emerald,5.05,Very Good,J,VS1,G,G,1.2,GIA,69.8,63.0,None,Small,2008-12-10,75125.0,11.226908671837508,1.6193882432872684
Round,3.04,Very Good,H,VVS1,VG,VG,1.01,GIA,59.7,62.0,None,Very Small,2008-12-16,75264.0,11.228757211818245,1.1118575154181303
Round,5.35,Ideal,J,SI2,VG,VG,1.0,GIA,61.0,59.0,Medium,None,2008-12-10,75331.0,11.2296470156553,1.6770965609079151
Round,4.02,Very Good,H,VS2,EX,EX,1.0,AGSL,62.3,57.0,Medium Blue,None,2008-12-10,75447.0,11.231185701974077,1.3912819026309295
Princess,5.01,Very Good,J,VS2,EX,EX,1.03,GIA,68.1,74.0,None,None,2008-12-10,75449.0,11.231212210297691,1.6114359150967734
Round,3.06,Ideal,F,VS2,EX,EX,1.01,GIA,60.3,58.0,Faint,None,2008-12-10,75556.0,11.23262938215171,1.1184149159642893
Emerald,5.08,Very Good,J,VS1,VG,G,1.28,GIA,68.5,63.0,None,Small,2008-12-10,75571.0,11.232827890691539,1.6253112615903906
Round,3.03,Very Good,G,IF,VG,EX,1.01,GIA,62.4,59.0,Very Strong Blue,None,2008-12-10,75742.0,11.235088107233372,1.1085626195212777
Round,4.46,Ideal,J,VS1,EX,EX,1.01,GIA,60.8,57.0,None,Very Small,2008-12-10,75761.0,11.23533892735046,1.4951487660319727
Round,2.41,Ideal,F,IF,EX,EX,1.0,GIA,62.3,57.0,None,None,2008-12-11,75855.0,11.236578902182194,0.8796267475025636
Round,4.16,Ideal,I,VS2,ID,ID,1.01,AGSL,59.1,59.0,None,Very Small,2008-12-10,75888.0,11.237013848117362,1.425515074273172
Round,5.01,Good,J,SI1,VG,VG,1.01,GIA,62.9,59.0,None,None,2008-12-10,76123.0,11.240105732089072,1.6114359150967734
Princess,3.38,Very Good,G,VVS1,VG,VG,1.07,GIA,66.4,65.0,None,None,2008-12-10,76188.0,11.24095924895845,1.2178757094949273
Emerald,5.16,Very Good,J,VVS2,VG,VG,1.36,GIA,67.1,64.0,None,None,2008-12-16,76369.0,11.243332133649785,1.6409365794934714
Emerald,5.58,Very Good,J,VS1,EX,EX,1.12,GIA,60.4,71.0,None,None,2008-12-10,76457.0,11.244483770278709,1.7191887763932197
Round,4.17,Ideal,H,SI1,EX,EX,1.01,GIA,62.3,56.0,None,None,2008-12-11,76667.0,11.247226647053857,1.4279160358107101
Round,4.24,Very Good,G,SI1,VG,VG,1.01,GIA,59.3,60.0,Faint Blue,None,2008-12-11,76676.0,11.24734403095805,1.4445632692438664
Round,4.21,Ideal,I,VS2,VG,EX,1.0,GIA,61.7,57.0,Medium,None,2008-12-10,76680.0,11.247396197159581,1.43746264769429
Round,5.31,Very Good,I,SI2,EX,VG,1.01,GIA,60.4,57.0,Medium Blue,None,2008-12-10,76758.0,11.24841289454509,1.6695918352538475
Round,4.02,Very Good,G,SI1,G,G,1.01,GIA,61.4,60.0,None,None,2008-12-10,76883.0,11.250040064735078,1.3912819026309295
Round,3.01,Very Good,G,VS1,VG,VG,1.01,GIA,61.9,60.0,None,Very Small,2008-12-11,77079.0,11.252586148910154,1.1019400787607843
Round,4.02,Very Good,I,VS2,EX,VG,1.01,GIA,62.0,56.0,None,Very Small,2008-12-18,77287.0,11.25528104449445,1.3912819026309295
Round,4.06,Ideal,I,VS2,VG,EX,1.01,GIA,60.5,59.0,None,None,2008-12-11,77462.0,11.257542772513368,1.4011829736136412
Round,3.51,Ideal,H,VS1,EX,EX,1.01,GIA,62.5,57.0,Faint,None,2008-12-11,77774.0,11.261562464081122,1.2556160374777743
Round,4.22,Ideal,J,VVS2,EX,EX,1.02,GIA,60.6,58.0,None,None,2008-12-10,77813.0,11.26206379132333,1.4398351280479205
Round,3.3,Ideal,F,VS1,EX,EX,1.01,GIA,62.4,55.0,Medium Blue,None,2008-12-10,77850.0,11.262539177262145,1.1939224684724346
Round,3.01,Very Good,G,VS1,EX,EX,1.0,GIA,60.0,60.0,Faint,None,2008-12-10,78046.0,11.265053675431062,1.1019400787607843
Round,3.01,Signature-Ideal,F,VS1,ID,ID,1.0,AGSL,61.9,57.0,Medium Blue,Very Small,2008-12-10,78147.0,11.266346947396865,1.1019400787607843
Round,5.51,Very Good,J,SI1,EX,EX,1.0,AGSL,60.9,60.0,None,Pointed,2008-12-10,78302.0,11.268328424436847,1.706564623164823
Emerald,4.05,Very Good,H,VS1,VG,EX,1.12,GIA,68.6,61.0,None,None,2008-12-10,78323.0,11.268596580863035,1.3987168811184478
Round,3.04,Very Good,F,VS1,VG,G,1.02,GIA,62.3,55.0,Faint,None,2008-12-11,78393.0,11.269489916638006,1.1118575154181303
Round,4.04,Ideal,J,VVS2,VG,VG,1.01,GIA,60.8,61.0,None,None,2008-12-10,78493.0,11.270764727819921,1.3962446919730587
Princess,4.02,Very Good,G,VS2,G,VG,1.05,GIA,70.9,74.0,None,None,2008-12-10,78499.0,11.270841164835856,1.3912819026309295
Round,4.24,Ideal,G,SI1,EX,EX,1.0,GIA,62.3,56.0,None,None,2008-12-11,78617.0,11.27234324001835,1.4445632692438664
Round,3.53,Very Good,F,VS2,EX,EX,1.01,AGSL,60.0,55.0,None,Very Small,2008-12-10,78699.0,11.273385727844461,1.2612978709452054
Emerald,5.51,Very Good,J,VS2,G,G,1.08,GIA,65.2,69.0,None,Very Small,2008-12-10,78799.0,11.274655585410118,1.706564623164823
Round,4.33,Ideal,I,VS2,EX,EX,1.01,GIA,61.2,55.0,None,None,2008-12-10,78865.0,11.275492808921575,1.4655675420143985
Emerald,5.52,Very Good,J,VS2,G,G,1.12,GIA,68.0,62.0,None,Small,2008-12-10,78942.0,11.276468684593894,1.7083778602890038
Round,5.02,Good,H,SI2,EX,EX,1.0,AGSL,61.2,61.0,None,Pointed,2008-12-10,79308.0,11.281094285258453,1.6134299337036377
Emerald,4.35,Very Good,H,VS2,VG,G,1.41,GIA,62.1,61.0,None,None,2008-12-16,79436.0,11.282706944984055,1.4701758451005926
Round,5.59,Ideal,J,SI1,ID,ID,1.01,AGSL,60.2,59.0,None,Very Small,2008-12-10,79438.0,11.282732122168492,1.7209792871670078
Round,6.0,Very Good,J,SI2,EX,VG,1.01,GIA,61.8,56.0,Medium Blue,None,2008-12-10,79551.0,11.284153604397167,1.791759469228055
